"","STEM_TAG","TREE_TAG","CENSUS","DATE","QUADRAT","SPECIES","DBH","DBH_YEAR","STATUS","VIGOR","DA","MORT_DATE","DOG_DATE","SC","SNAG_HEIGHT","SNAG_TD","RELATIVE_PLOT_X","RELATIVE_PLOT_Y","SEEDLING_BASAL_DIAM","SEEDLING_HEIGHT","LEANER_ANGLE","BT","DT","RT","SCAR","PITCH","BFB","OTHER_CODES","OTHER_HOM","DIRECTION","NW","FIELD_X","FIELD_Y","UTM_X","UTM_Y","UTM_Z","REMAPPING","PREVIOUS_TAGS","COMMENT","FIELD_1","FIELD_2","FIELD_3","FIELD_4","FIELD_5","UPDATED","DATABASE_HISTORY"
"1513","32-0563","32-0563",1,"2015-06-21","O32","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,5.03,3.99,1.6,0.42,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",5.04,4.93,336601.74,4169836.06,3082.42,"","","","Alex Chacon","James Lutz","","","","2015-12-14",""
"1514","32-0563","32-0563",6,"2020-08-05","O32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,5.03,3.99,1.9,0.6,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",5.04,4.93,336601.74,4169836.06,3082.42,"","","","Isabella Wetzler","Jake Burgoyne","","","","2020-11-02",""
"1515","32-0589","32-0589",1,"2015-06-21","O32","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,18.92,12.89,1.2,0.25,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",1.02,16.04,336615.63,4169844.96,3089.65,"","","","Alex Chacon","James Lutz","","","","2015-12-14",""
"1516","32-0589","32-0589",6,"2020-08-05","O32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,18.92,12.89,1.5,0.33,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",1.02,16.04,336615.63,4169844.96,3089.65,"","","","Isabella Wetzler","Jake Burgoyne","","","","2020-11-02",""
"1517","32-0590","32-0590",1,"2015-06-21","O32","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,18.94,12.89,0.8,0.24,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",1,16.04,336615.65,4169844.96,3089.65,"","","","Alex Chacon","James Lutz","","","","2015-12-14",""
"1518","32-0590","32-0590",6,"2020-08-04","O32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,18.94,12.89,0.9,0.31,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",1,16.04,336615.65,4169844.96,3089.65,"","","","Isabella Wetzler","Lauren Walker","Jake Burgoyne","","","2020-11-02",""
"1519","32-0593","32-0593",1,"2015-06-21","O32","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,15.53,0.98,4.5,1.35,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",4.49,1.73,336612.24,4169833.05,3081.73,"","","","Alex Chacon","James Lutz","","","","2015-12-14",""
"1520","32-0593","32-0593",6,"2020-08-04","O32","PILO",1.5,2020,1,1,"A",NA,NA,NA,NA,NA,15.53,0.98,4.5,1.41,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",4.49,1.73,336612.24,4169833.05,3081.73,"","","","Isabella Wetzler","Lauren Walker","Jake Burgoyne","","","2020-11-02",""
"1521","32-0598","32-0598",1,"2015-06-21","N32","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,0.5,2.33,2.8,1.1,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",0.49,2.43,336597.14,4169814.37,3074.11,"","","","Alex Chacon","James Lutz","","","","2015-12-14",""
"1522","32-0598","32-0598",6,"2020-08-04","N32","PIFL",0.7,2020,1,1,"A",NA,NA,NA,NA,NA,0.5,2.33,3.8,1.47,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",0.49,2.43,336597.14,4169814.37,3074.11,"","","","Caroline Kittle","Jake Burgoyne","","","","2020-11-02",""
"1523","32-0604","32-0604",1,"2015-06-21","M32","PIFL",NA,2015,6,1,"A",2019,NA,NA,NA,NA,1.76,17.26,0.2,0.6,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",1.75,17.28,336598.39,4169809.27,3073.45,"","","","Alex Chacon","James Lutz","","","","2015-12-14",""
"1524","32-0610","32-0610",1,"2015-06-21","N32","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,10.1,2.2,2,0.71,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",9.99,3.01,336606.74,4169814.24,3072.76,"","","","Alex Chacon","James Lutz","","","","2015-12-14",""
"1525","32-0610","32-0610",6,"2020-08-05","N32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,10.1,2.2,2.8,0.9,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",9.99,3.01,336606.74,4169814.24,3072.76,"","","","Isabella Wetzler","Jake Burgoyne","","","","2020-11-02",""
"1526","32-0617","32-0617",1,"2015-06-21","M32","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,2.22,6.51,3.3,1.17,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",2.22,6.52,336598.85,4169798.52,3072.8,"","","","Alex Chacon","James Lutz","","","","2015-12-14",""
"1527","32-0617","32-0617",6,"2020-08-04","M32","PILO",0.8,2020,1,1,"A",NA,NA,NA,NA,NA,2.22,6.51,4.4,1.49,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",2.22,6.52,336598.85,4169798.52,3072.8,"","","","Caroline Kittle","","","","","2020-11-02",""
"1528","32-0631","32-0631",1,"2015-06-21","M32","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,14.52,17.67,1.6,0.49,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",5.58,18.26,336611.15,4169809.68,3070.18,"","","","Alex Chacon","James Lutz","","","","2015-12-14",""
"1529","32-0631","32-0631",6,"2020-08-04","M32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,14.52,17.67,2,0.75,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",5.58,18.26,336611.15,4169809.68,3070.18,"","","","Caroline Kittle","","","","","2020-11-02",""
"1530","32-0632","32-0632",1,"2015-06-21","M32","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,14.99,17.52,0.5,0.14,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",5.11,18.11,336611.62,4169809.53,3070.18,"","","","Alex Chacon","James Lutz","","","","2015-12-14",""
"1531","32-0632","32-0632",6,"2020-08-04","M32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,14.99,17.52,0.7,0.18,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",5.11,18.11,336611.62,4169809.53,3070.18,"","","","Caroline Kittle","","","","","2020-11-02",""
"1532","32-0658","32-0658",1,"2015-06-21","P32","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,4.32,1.44,0.8,0.23,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",4.44,1.18,336601,4169853.55,3095.59,"","","","Alex Chacon","James Lutz","","","","2015-12-14",""
"1533","32-0658","32-0658",6,"2020-08-04","P32","PIFL",NA,2020,1,2,"A",NA,NA,NA,NA,NA,4.32,1.44,0.9,0.24,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",4.44,1.18,336601,4169853.55,3095.59,"","","","Isabella Wetzler","Lauren Walker","Jake Burgoyne","","","2020-11-02",""
"1534","32-0660","32-0660",1,"2015-06-21","M32","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,1.75,17.25,0.2,0.6,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",1.74,17.27,336598.38,4169809.26,3073.45,"","","Out of order.","Alex Chacon","James Lutz","","","","2015-12-14",""
"1535","32-0660","32-0660",6,"2020-08-04","M32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,1.75,17.25,0.2,0.6,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",1.74,17.27,336598.38,4169809.26,3073.45,"","","","Caroline Kittle","Jake Burgoyne","","","","2020-11-02",""
"1536","32-0661","32-0661",1,"2015-06-21","M32","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,1.77,17.19,0.2,0.6,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",1.76,17.21,336598.4,4169809.2,3073.45,"","","Vigor 3 in 2019. Out of order.","Alex Chacon","James Lutz","","","","2015-12-14",""
"1537","32-0661","32-0661",6,"2020-08-04","M32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,1.77,17.19,0.3,0.6,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",1.76,17.21,336598.4,4169809.2,3073.45,"","","","Caroline Kittle","Jake Burgoyne","","","","2020-11-02",""
"1538","32-0662","32-0662",1,"2015-06-21","M32","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,11.39,18.73,0.5,0.19,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",8.71,19.33,336608.02,4169810.74,3071.25,"","","Out of order.","Alex Chacon","James Lutz","","","","2015-12-14",""
"1539","32-0662","32-0662",6,"2020-08-04","M32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,11.39,18.73,0.7,0.29,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",8.71,19.33,336608.02,4169810.74,3071.25,"","","","Caroline Kittle","Jake Burgoyne","","","","2020-11-02",""
"1540","32-0663","32-0663",1,"2015-06-21","M32","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,11.4,18.72,0.5,0.15,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",8.7,19.32,336608.03,4169810.73,3071.25,"","","Out of order.","Alex Chacon","James Lutz","","","","2015-12-14",""
"1541","32-0663","32-0663",6,"2020-08-04","M32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,11.4,18.72,0.6,0.21,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",8.7,19.32,336608.03,4169810.73,3071.25,"","","","Caroline Kittle","Jake Burgoyne","","","","2020-11-02",""
"1542","32-0719","32-0719",1,"2015-07-05","K32","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,9.46,6.66,0.3,0.2,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",10.63,7.04,336606.06,4169758.65,3064.47,"","","Out of order.","Joseph Cooper","Aspen Ward","Alex Chacon","","","2015-12-14",""
"1543","32-0719","32-0719",6,"2020-08-04","K32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,9.46,6.66,2.4,0.24,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",10.63,7.04,336606.06,4169758.65,3064.47,"","","","Caroline Kittle","","","","","2020-11-02",""
"1544","32-0762","32-0762",1,"2015-07-05","L32","PIFL",NA,2015,6,1,"A",2020,NA,NA,NA,NA,10.44,3.77,2,1.04,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",9.55,4.25,336607.17,4169775.89,3067.09,"","","","Joseph Cooper","Aspen Ward","Alex Chacon","","","2015-12-14",""
"1545","32-0762","32-0762",6,"2020-08-04","L32","PIFL",NA,2020,6,NA,"D",2020,NA,1,1.17,0,10.44,3.77,2.2,1.17,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",9.55,4.25,336607.17,4169775.89,3067.09,"","","","Caroline Kittle","","","","","2020-11-02",""
"1546","32-0878","32-0878",1,"2015-07-06","J32","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,8.71,5.07,3.2,0.78,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",8.73,5.14,336605.4,4169737.14,3060.78,"","","","Joseph Cooper","Aspen Ward","Alex Chacon","","","2015-12-14",""
"1547","32-0878","32-0878",6,"2020-08-04","J32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,8.71,5.07,3.3,0.89,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",8.73,5.14,336605.4,4169737.14,3060.78,"","","","Caroline Kittle","","","","","2020-11-02",""
"1548","32-0886","32-0886",1,"2015-07-05","K32","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,9.5,6.87,0.2,0.12,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",10.59,7.26,336606.1,4169758.86,3064.47,"","","Out of order.","Joseph Cooper","Aspen Ward","Alex Chacon","","","2015-12-14",""
"1549","32-0886","32-0886",6,"2020-08-04","K32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,9.5,6.87,0.3,0.15,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",10.59,7.26,336606.1,4169758.86,3064.47,"","","","Caroline Kittle","","","","","2020-11-02",""
"1550","32-0945","32-0945",1,"2015-07-06","J32","PIFL",0.3,2015,1,1,"A",NA,NA,NA,NA,NA,9.9,9.05,2.7,1.44,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",9.94,9.21,336606.59,4169741.12,3061.73,"","","","Joseph Cooper","Aspen Ward","Alex Chacon","","","2015-12-14",""
"1551","32-0945","32-0945",6,"2020-08-04","J32","PIFL",0.7,2020,1,1,"A",NA,NA,NA,NA,NA,9.9,9.05,3.3,1.61,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",9.94,9.21,336606.59,4169741.12,3061.73,"","","","Caroline Kittle","","","","","2020-11-02",""
"1552","32-1065","32-1065",1,"2015-07-06","J32","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,15.81,0.52,1.7,0.41,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",4.22,1.9,336612.5,4169732.59,3058.96,"DY in 2019;","","","Joseph Cooper","Aspen Ward","Alex Chacon","","","2015-12-14",""
"1553","32-1065","32-1065",6,"2020-08-04","J32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,15.81,0.52,2,0.45,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",4.22,1.9,336612.5,4169732.59,3058.96,"DY in 2019;","","","Caroline Kittle","","","","","2020-11-02",""
"1554","32-1192","32-1192",1,"2015-07-11","I32","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,15.43,18.19,4.3,1.09,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",4.59,20.11,336612.14,4169730.12,3057.49,"","","","Aspen Ward","Joseph Cooper","Alex Chacon","","","2015-12-14",""
"1555","32-1193","32-1193",1,"2015-07-11","I32","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,13.51,17.99,2.5,0.99,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",6.51,19.89,336610.22,4169729.92,3057.87,"","","","Aspen Ward","Joseph Cooper","Alex Chacon","","","2015-12-14",""
"1556","32-1193","32-1193",6,"2020-08-04","I32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,13.51,17.99,3.2,1.14,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",6.51,19.89,336610.22,4169729.92,3057.87,"","","","Soren Struckman","","","","","2020-11-02",""
"1557","32-1194","32-1194",1,"2015-07-11","I32","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,13.48,18,1.6,0.84,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",6.54,19.91,336610.19,4169729.93,3057.87,"","","","Aspen Ward","Joseph Cooper","Alex Chacon","","","2015-12-14",""
"1558","32-1194","32-1194",6,"2020-08-04","I32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,13.48,18,1.6,0.95,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",6.54,19.91,336610.19,4169729.93,3057.87,"","","","Soren Struckman","","","","","2020-11-02",""
"1559","32-1195","32-1195",1,"2015-07-11","I32","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,13.48,18.01,1.4,0.64,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",6.54,19.92,336610.19,4169729.94,3057.87,"","","","Aspen Ward","Joseph Cooper","Alex Chacon","","","2015-12-14",""
"1560","32-1195","32-1195",6,"2020-08-04","I32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,13.48,18.01,1.8,0.81,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",6.54,19.92,336610.19,4169729.94,3057.87,"","","","Soren Struckman","","","","","2020-11-02",""
"1561","32-1196","32-1196",1,"2015-07-11","I32","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,12.41,17.5,2.7,0.81,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",7.61,19.36,336609.12,4169729.43,3058.05,"","","","Aspen Ward","Joseph Cooper","Alex Chacon","","","2015-12-14",""
"1562","32-1196","32-1196",6,"2020-08-04","I32","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,12.41,17.5,2.7,0.88,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",7.61,19.36,336609.12,4169729.43,3058.05,"","","","Soren Struckman","","","","","2020-11-02",""
"1563","32-1202","32-1202",1,"2015-07-11","I32","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,12.88,10.4,3.2,0.76,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",7.14,11.64,336609.59,4169722.33,3055.35,"","","","Aspen Ward","Joseph Cooper","Alex Chacon","","","2015-12-14",""
"1564","32-1202","32-1202",6,"2020-08-04","I32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,12.88,10.4,3.9,0.94,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",7.14,11.64,336609.59,4169722.33,3055.35,"","","","Soren Struckman","","","","","2020-11-02",""
"1565","32-1205","32-1205",1,"2015-07-11","I32","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,13.72,7.44,0.8,0.18,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",6.31,8.42,336610.43,4169719.37,3053.87,"","","","Aspen Ward","Joseph Cooper","Alex Chacon","","","2015-12-14",""
"1566","32-1205","32-1205",6,"2020-08-04","I32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,13.72,7.44,1.1,0.18,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",6.31,8.42,336610.43,4169719.37,3053.87,"","","","Soren Struckman","","","","","2020-11-02",""
"1567","32-1207","32-1207",1,"2015-07-11","I32","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,19.4,3.49,2.5,0.91,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",0.63,4.12,336616.11,4169715.42,3050.53,"","","","Aspen Ward","Joseph Cooper","Alex Chacon","","","2015-12-14",""
"1568","32-1207","32-1207",6,"2020-08-04","I32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,19.4,3.49,3.1,1.11,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",0.63,4.12,336616.11,4169715.42,3050.53,"","","","Soren Struckman","","","","","2020-11-02",""
"1569","32-1208","32-1208",1,"2015-07-11","I32","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,10.63,1.58,2.2,0.61,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",9.4,2.05,336607.34,4169713.51,3052.98,"","","","Aspen Ward","Joseph Cooper","Alex Chacon","","","2015-12-14",""
"1570","32-1208","32-1208",6,"2020-08-04","I32","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,10.63,1.58,2.6,0.85,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",9.4,2.05,336607.34,4169713.51,3052.98,"","","","Soren Struckman","","","","","2020-11-02",""
"1571","32-1248","32-1248",1,"2015-07-11","H32","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,3.65,13.21,0.5,0.16,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",3.58,13.39,336600.25,4169705.3,3055.37,"","","","Aspen Ward","Joseph Cooper","Alex Chacon","","","2015-12-14",""
"1572","32-1248","32-1248",6,"2020-08-04","H32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,3.65,13.21,0.6,2.2,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",3.58,13.39,336600.25,4169705.3,3055.37,"","","","Lauren Walker","","","","","2020-11-02",""
"1573","32-1249","32-1249",1,"2015-07-11","H32","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,3.37,13.05,0.2,0.12,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",3.3,13.23,336599.97,4169705.14,3055.22,"","","","Aspen Ward","Joseph Cooper","Alex Chacon","","","2015-12-14",""
"1574","32-1249","32-1249",6,"2020-08-04","H32","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,3.37,13.05,0.4,0.19,NA,NA,NA,NA,NA,NA,20,"",NA,"East","W",3.3,13.23,336599.97,4169705.14,3055.22,"","","","Lauren Walker","","","","","2020-11-02",""
"1575","32-1250","32-1250",1,"2015-07-11","H32","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,5.21,10.92,3.1,0.75,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",5.15,11.08,336601.81,4169703.01,3054.28,"","","","Aspen Ward","Joseph Cooper","Alex Chacon","","","2015-12-14",""
"1576","32-1250","32-1250",6,"2020-08-04","H32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,5.21,10.92,3.6,1.08,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",5.15,11.08,336601.81,4169703.01,3054.28,"","","","Lauren Walker","","","","","2020-11-02",""
"1577","32-1278","32-1278",1,"2015-07-11","I32","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,12.47,3.23,0.7,0.17,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",7.56,3.84,336609.18,4169715.16,3052.74,"","","","Aspen Ward","Joseph Cooper","Alex Chacon","","","2015-12-14",""
"1578","32-1278","32-1278",6,"2020-08-04","I32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,12.47,3.23,0.9,0.23,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",7.56,3.84,336609.18,4169715.16,3052.74,"","","","Soren Struckman","","","","","2020-11-02",""
"1579","32-1279","32-1279",1,"2015-07-11","I32","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,16.74,5.47,0.5,0.12,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",3.29,6.28,336613.45,4169717.4,3052.15,"","","","Aspen Ward","Joseph Cooper","Alex Chacon","","","2015-12-14",""
"1580","32-1279","32-1279",6,"2020-08-04","I32","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,16.74,5.47,0.6,0.2,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",3.29,6.28,336613.45,4169717.4,3052.15,"","","","Soren Struckman","","","","","2020-11-02",""
"1581","32-1280","32-1280",1,"2015-07-11","I32","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,16.72,7.04,0.4,0.11,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",3.31,7.98,336613.43,4169718.97,3052.57,"","","","Aspen Ward","Joseph Cooper","Alex Chacon","","","2015-12-14",""
"1582","32-1280","32-1280",6,"2020-08-04","I32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,16.72,7.04,0.5,0.15,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",3.31,7.98,336613.43,4169718.97,3052.57,"","","","Soren Struckman","","","","","2020-11-02",""
"1583","32-1282","32-1282",1,"2015-07-11","I32","PIFL",NA,2015,6,1,"A",2020,NA,NA,NA,NA,4.67,16.57,1.4,0.89,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",4.69,16.67,336601.38,4169728.5,3059,"","","","Aspen Ward","Joseph Cooper","Alex Chacon","","","2015-12-14",""
"1584","32-1282","32-1282",6,"2020-08-04","I32","PIFL",NA,2020,6,NA,"D",2020,NA,1,0.84,0,4.67,16.57,1.4,0.84,90,NA,NA,NA,NA,NA,NA,"",NA,"East","W",4.69,16.67,336601.38,4169728.5,3059,"","","","Soren Struckman","","","","","2020-11-02",""
"1585","32-1285","32-1285",1,"2015-07-11","H32","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,7.88,12.74,0.5,0.1,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",7.81,12.94,336604.48,4169704.83,3052.65,"","","","Aspen Ward","Joseph Cooper","Alex Chacon","","","2015-12-14",""
"1586","32-1285","32-1285",6,"2020-08-04","H32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,7.88,12.74,0.8,0.17,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",7.81,12.94,336604.48,4169704.83,3052.65,"","","","Lauren Walker","","","","","2020-11-02",""
"1587","32-1287","32-1287",1,"2015-07-11","H32","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,10.63,18.81,0.3,0.13,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",9.23,21.39,336607.23,4169710.9,3052.42,"Remapped in 2016. From 32-1286 0.47 m at 166 degrees.","","Under foliage of 31-1286.","Aspen Ward","Joseph Cooper","Alex Chacon","","","2015-12-14",""
"1588","32-1287","32-1287",6,"2020-08-04","H32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,10.63,18.81,0.5,0.15,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",9.23,21.39,336607.23,4169710.9,3052.42,"Remapped in 2016. From 32-1286 0.47 m at 166 degrees.","","","Lauren Walker","","","","","2020-11-02",""
"1589","32-1288","32-1288",1,"2015-07-11","H32","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,13.76,18.64,1.2,0.21,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",6.38,20.4,336610.36,4169710.73,3050.65,"","","","Aspen Ward","Joseph Cooper","Alex Chacon","","","2015-12-14",""
"1590","32-1288","32-1288",6,"2020-08-04","H32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,13.76,18.64,1.9,0.45,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",6.38,20.4,336610.36,4169710.73,3050.65,"","","","Lauren Walker","","","","","2020-11-02",""
"1591","32-1289","32-1289",1,"2015-07-11","H32","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,13.73,18.57,0.8,0.18,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",6.41,20.32,336610.33,4169710.66,3050.65,"","","","Aspen Ward","Joseph Cooper","Alex Chacon","","","2015-12-14",""
"1592","32-1289","32-1289",6,"2020-08-04","H32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,13.73,18.57,1,0.33,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",6.41,20.32,336610.33,4169710.66,3050.65,"","","","Lauren Walker","","","","","2020-11-02",""
"1593","32-1297","32-1297",1,"2015-07-11","H32","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,7.08,7.09,2.5,0.7,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",13.08,8.09,336603.68,4169699.18,3052.36,"","","","Aspen Ward","Joseph Cooper","Alex Chacon","","","2015-12-14",""
"1594","32-1297","32-1297",6,"2020-08-04","H32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,7.08,7.09,4.8,1.2,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",13.08,8.09,336603.68,4169699.18,3052.36,"","","","Lauren Walker","","","","","2020-11-02",""
