"STEM_TAG","TREE_TAG","CENSUS","DATE","QUADRAT","SPECIES","DBH","DBH_YEAR","STATUS","VIGOR","DA","MORT_DATE","DOG_DATE","SC","SNAG_HEIGHT","SNAG_TD","RELATIVE_PLOT_X","RELATIVE_PLOT_Y","SEEDLING_BASAL_DIAM","SEEDLING_HEIGHT","LEANER_ANGLE","BT","DT","RT","SCAR","FRASS","PITCH","EE","MT","CONK","NEC","FLAG","SWELL","SPRT","BFB","OTHER_CODES","OTHER_HOM","DIRECTION","NW","FIELD_X","FIELD_Y","REFERENCE","DISTANCE","AZIMUTH","PLOT_X","PLOT_Y","UTM_X","UTM_Y","UTM_Z","REMAPPING","PREVIOUS_TAGS","COMMENT","PLOT","FIELD_1","FIELD_2","FIELD_3","FIELD_4","FIELD_5","DATA_ENTRY_1","DATA_ENTRY_2","DATA_CHECK","CTFS_DA","UPDATED","DNA","CORED","COOKIE","EST_ESTABLISHMENT","DATABASE_HISTORY"
"33-0322","33-0322",6,"2020-08-04","N33","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,4.14,12.44,0.6,0.29,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",4.13,14.4,"",NA,NA,NA,NA,336620.87,4169824.07,3075.11,"","","","UFDP","Jake Burgoyne","Isabella Wetzler","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"33-0323","33-0323",1,"2015-06-20","N33","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,3.86,13.39,1.9,0.39,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",3.85,15.5,"",NA,NA,NA,NA,336620.59,4169825.02,3075.79,"","","","UFDP","Drew Jensen","Joseph Cooper","Tucker Furniss","","","Cherydan Onishi","Meghan Graham","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"33-0323","33-0323",6,"2020-08-04","N33","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,3.86,13.39,2.6,0.76,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",3.85,15.5,"",NA,NA,NA,NA,336620.59,4169825.02,3075.79,"","","","UFDP","Jake Burgoyne","Isabella Wetzler","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"33-0324","33-0324",1,"2015-06-20","N33","PIFL",1.2,2017,1,1,"A",NA,NA,NA,NA,NA,3.66,14.16,4.4,1.26,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",3.65,16.39,"",NA,NA,NA,NA,336620.39,4169825.79,3076.48,"","","","UFDP","Drew Jensen","Joseph Cooper","Tucker Furniss","","","Cherydan Onishi","Meghan Graham","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"33-0325","33-0325",1,"2015-06-20","N33","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,13.46,5.59,1.9,0.47,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",6.91,6.71,"",NA,NA,NA,NA,336630.19,4169817.22,3070.29,"","","Flagged on log near seedling.","UFDP","Drew Jensen","Joseph Cooper","Tucker Furniss","","","Cherydan Onishi","Meghan Graham","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"33-0325","33-0325",6,"2020-08-04","N33","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,13.46,5.59,2.5,0.92,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",6.91,6.71,"",NA,NA,NA,NA,336630.19,4169817.22,3070.29,"","","","UFDP","Jake Burgoyne","Isabella Wetzler","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"33-0370","33-0370",1,"2015-06-20","M33","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,12.56,2.34,0.9,0.33,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",7.56,2.73,"",NA,NA,NA,NA,336629.27,4169793.97,3064.17,"","","","UFDP","Drew Jensen","Joseph Cooper","Tucker Furniss","","","Cherydan Onishi","Meghan Graham","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"33-0370","33-0370",6,"2020-08-04","M33","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,12.56,2.34,1.5,0.52,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",7.56,2.73,"",NA,NA,NA,NA,336629.27,4169793.97,3064.17,"","","","UFDP","Caroline Kittle","Lauren Walker","Soren Struckman","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"33-0371","33-0371",1,"2015-06-20","M33","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,12.57,2.35,0.3,0.49,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",7.55,2.74,"",NA,NA,NA,NA,336629.28,4169793.98,3064.17,"","","","UFDP","Drew Jensen","Joseph Cooper","Tucker Furniss","","","Cherydan Onishi","Meghan Graham","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"33-0371","33-0371",6,"2020-08-04","M33","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,12.57,2.35,1.8,0.34,NA,20,NA,20,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",7.55,2.74,"",NA,NA,NA,NA,336629.28,4169793.98,3064.17,"","","","UFDP","Caroline Kittle","Lauren Walker","Soren Struckman","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"33-0372","33-0372",1,"2015-06-20","M33","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,12.57,2.33,0.7,0.29,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",7.55,2.72,"",NA,NA,NA,NA,336629.28,4169793.96,3064.17,"","","","UFDP","Drew Jensen","Joseph Cooper","Tucker Furniss","","","Cherydan Onishi","Meghan Graham","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"33-0372","33-0372",6,"2020-08-04","M33","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,12.57,2.33,1.2,0.52,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",7.55,2.72,"",NA,NA,NA,NA,336629.28,4169793.96,3064.17,"","","","UFDP","Jake Burgoyne","Isabella Wetzler","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"33-0457","33-0457",1,"2015-07-01","K33","PILO",NA,2015,6,1,"A",2016,NA,1,1,NA,5.42,16.29,3.4,1.05,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",5.38,16.42,"",NA,NA,NA,NA,336622.09,4169767.92,3063.25,"","","","UFDP","Aspen Ward","Joseph Cooper","Alex Chacon","","","Cherydan Onishi","Dawni Jenkins","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"33-0529","33-0529",1,"2015-07-01","J33","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,5.53,6.79,0.9,0.67,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",5.55,6.94,"",NA,NA,NA,NA,336622.26,4169738.54,3058.1,"","","","UFDP","Aspen Ward","Joseph Cooper","Alex Chacon","","","Cherydan Onishi","Dawni Jenkins","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"33-0529","33-0529",6,"2020-08-03","J33","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,5.53,6.79,1.1,0.8,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"Aphid20",NA,"East","W",5.55,6.94,"",NA,NA,NA,NA,336622.26,4169738.54,3058.1,"","","","UFDP","Lauren Walker","Soren Struckman","Caroline Kittle","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"33-0572","33-0572",1,"2015-07-01","L33","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,7.32,3.19,0.7,0.38,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",7.32,3.2,"",NA,NA,NA,NA,336624.04,4169774.86,3064.05,"","","","UFDP","Aspen Ward","Joseph Cooper","Alex Chacon","","","Cherydan Onishi","Dawni Jenkins","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"33-0572","33-0572",6,"2020-08-04","L33","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,7.32,3.19,0.9,0.43,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",7.32,3.2,"",NA,NA,NA,NA,336624.04,4169774.86,3064.05,"","","","UFDP","Soren Struckman","Lauren Walker","Caroline Kittle","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"33-0573","33-0573",1,"2015-07-01","L33","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,16.03,2.12,2.3,0.91,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",4.02,2.56,"",NA,NA,NA,NA,336632.75,4169773.79,3064.9,"","","","UFDP","Aspen Ward","Joseph Cooper","Alex Chacon","","","Cherydan Onishi","Dawni Jenkins","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"33-0573","33-0573",6,"2020-08-04","L33","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,16.03,2.12,2.4,1.08,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",4.02,2.56,"",NA,NA,NA,NA,336632.75,4169773.79,3064.9,"","","","UFDP","Soren Struckman","Lauren Walker","Caroline Kittle","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"33-0574","33-0574",1,"2015-07-01","K33","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,14.69,14.34,0.7,0.32,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",5.4,15.59,"",NA,NA,NA,NA,336631.36,4169765.97,3063.09,"","","","UFDP","Aspen Ward","Joseph Cooper","Alex Chacon","","","Cherydan Onishi","Dawni Jenkins","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"33-0574","33-0574",6,"2020-08-04","K33","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,14.69,14.34,0.7,0.36,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",5.4,15.59,"",NA,NA,NA,NA,336631.36,4169765.97,3063.09,"","","","UFDP","Soren Struckman","Lauren Walker","Caroline Kittle","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"33-0613","33-0613",1,"2015-07-01","K33","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,18.95,13.73,0.4,0.08,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",1.14,14.94,"",NA,NA,NA,NA,336635.62,4169765.36,3063.4,"","","","UFDP","Aspen Ward","Joseph Cooper","Alex Chacon","","","Cherydan Onishi","Dawni Jenkins","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"33-0613","33-0613",6,"2020-08-04","K33","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,18.95,13.73,0.4,0.09,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",1.14,14.94,"",NA,NA,NA,NA,336635.62,4169765.36,3063.4,"","","","UFDP","Soren Struckman","Lauren Walker","Caroline Kittle","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"33-0619","33-0619",1,"2015-07-01","J33","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,0.69,9.14,0.2,0.08,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",0.72,9.36,"",NA,NA,NA,NA,336617.42,4169740.89,3059.85,"","","""So small.""","UFDP","Aspen Ward","Joseph Cooper","Alex Chacon","","","Cherydan Onishi","Dawni Jenkins","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"33-0619","33-0619",6,"2020-08-04","J33","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,0.69,9.14,0.2,0.1,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",0.72,9.36,"",NA,NA,NA,NA,336617.42,4169740.89,3059.85,"","","""So small.""","UFDP","Lauren Walker","Caroline Kittle","Soren Struckman","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"33-0651","33-0651",1,"2015-07-02","J33","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,13.44,15.12,2,0.92,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",6.59,16.06,"",NA,NA,NA,NA,336630.17,4169746.87,3057.75,"","","","UFDP","Alex Chacon","Aspen Ward","","","","Cherydan Onishi","Dawni Jenkins","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"33-0651","33-0651",6,"2020-08-04","J33","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,13.44,15.12,2.8,1.02,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",6.59,16.06,"",NA,NA,NA,NA,336630.17,4169746.87,3057.75,"","","","UFDP","Lauren Walker","Caroline Kittle","Soren Struckman","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"33-0750","33-0750",1,"2015-07-02","J33","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,19.09,16.13,0.2,0.06,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",0.94,17.08,"",NA,NA,NA,NA,336635.82,4169747.88,3057.47,"","","","UFDP","Alex Chacon","Aspen Ward","","","","Cherydan Onishi","Dawni Jenkins","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"33-0750","33-0750",6,"2020-08-04","J33","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,19.09,16.13,0.3,0.1,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",0.94,17.08,"",NA,NA,NA,NA,336635.82,4169747.88,3057.47,"","","","UFDP","Lauren Walker","Caroline Kittle","Soren Struckman","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"33-0753","33-0753",1,"2015-07-02","H33","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,2.9,5.46,2,0.71,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",2.91,5.82,"",NA,NA,NA,NA,336619.68,4169697.09,3042.28,"","","","UFDP","Alex Chacon","Aspen Ward","","","","Cherydan Onishi","Dawni Jenkins","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"33-0753","33-0753",6,"2020-08-03","H33","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,2.9,5.46,2.6,0.94,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",2.91,5.82,"",NA,NA,NA,NA,336619.68,4169697.09,3042.28,"","","","UFDP","Lauren Walker","Caroline Kittle","Soren Struckman","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"33-0754","33-0754",1,"2015-07-02","H33","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,7.84,5.15,2.1,0.51,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",7.85,5.48,"",NA,NA,NA,NA,336624.62,4169696.78,3042.1,"","","","UFDP","Alex Chacon","Aspen Ward","","","","Cherydan Onishi","Dawni Jenkins","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"33-0754","33-0754",6,"2020-08-03","H33","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,7.84,5.15,3.6,0.84,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",7.85,5.48,"",NA,NA,NA,NA,336624.62,4169696.78,3042.1,"","","","UFDP","Lauren Walker","Caroline Kittle","Soren Struckman","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"33-0756","33-0756",1,"2015-07-02","H33","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,8.86,5.75,0.5,0.15,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",8.87,6.12,"",NA,NA,NA,NA,336625.64,4169697.38,3042.58,"","","","UFDP","Alex Chacon","Aspen Ward","","","","Cherydan Onishi","Dawni Jenkins","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"33-0756","33-0756",6,"2020-08-03","H33","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,8.86,5.75,0.7,0.25,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"Aphid20",NA,"East","W",8.87,6.12,"",NA,NA,NA,NA,336625.64,4169697.38,3042.58,"","","","UFDP","Lauren Walker","Caroline Kittle","Soren Struckman","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"33-0757","33-0757",1,"2015-07-02","H33","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,9.78,6.23,1,0.19,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",9.79,6.63,"",NA,NA,NA,NA,336626.56,4169697.86,3042.73,"","","","UFDP","Alex Chacon","Aspen Ward","","","","Cherydan Onishi","Dawni Jenkins","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"33-0757","33-0757",6,"2020-08-03","H33","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,9.78,6.23,1.5,0.25,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",9.79,6.63,"",NA,NA,NA,NA,336626.56,4169697.86,3042.73,"","","","UFDP","Lauren Walker","Caroline Kittle","Soren Struckman","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"33-0761","33-0761",1,"2015-07-02","H33","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,7.51,14.92,0.5,0.2,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",7.54,15.91,"",NA,NA,NA,NA,336624.29,4169706.55,3045.91,"","","","UFDP","Alex Chacon","Aspen Ward","","","","Cherydan Onishi","Dawni Jenkins","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"33-0761","33-0761",6,"2020-08-03","H33","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,7.51,14.92,1.7,0.28,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",7.54,15.91,"",NA,NA,NA,NA,336624.29,4169706.55,3045.91,"","","","UFDP","Lauren Walker","Caroline Kittle","Soren Struckman","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"33-0771","33-0771",1,"2015-07-02","H33","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,5.23,18.38,2.1,0.71,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",5.27,19.61,"",NA,NA,NA,NA,336622.01,4169710.01,3047.13,"","","","UFDP","Alex Chacon","Aspen Ward","","","","Cherydan Onishi","Dawni Jenkins","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"33-0771","33-0771",6,"2020-08-03","H33","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,5.23,18.38,2.7,0.9,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",5.27,19.61,"",NA,NA,NA,NA,336622.01,4169710.01,3047.13,"","","","UFDP","Lauren Walker","Caroline Kittle","Soren Struckman","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"33-0772","33-0772",1,"2015-07-02","H33","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,5.93,19.44,3,1.05,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",5.97,20.74,"",NA,NA,NA,NA,336622.71,4169711.07,3047.55,"","","Fused at base with 33-0792.","UFDP","Alex Chacon","Aspen Ward","","","","Cherydan Onishi","Dawni Jenkins","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"33-0772","33-0772",6,"2020-08-03","H33","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,5.93,19.44,5,1.3,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"Aphid20",NA,"East","W",5.97,20.74,"",NA,NA,NA,NA,336622.71,4169711.07,3047.55,"","","Fused at base with 33-0792.","UFDP","Lauren Walker","Caroline Kittle","Soren Struckman","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"33-0792","33-0792",1,"2015-07-02","H33","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,5.9,19.43,3,0.77,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",5.94,20.73,"",NA,NA,NA,NA,336622.68,4169711.06,3047.55,"","","Fused with 33-0772. Out of order.","UFDP","Alex Chacon","Aspen Ward","","","","Cherydan Onishi","Dawni Jenkins","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"33-0792","33-0792",6,"2020-08-03","H33","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,5.9,19.43,5,0.77,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"Aphid20",NA,"East","W",5.94,20.73,"",NA,NA,NA,NA,336622.68,4169711.06,3047.55,"","","Fused with 33-0772. Out of order.","UFDP","Lauren Walker","Caroline Kittle","Soren Struckman","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"33-0812","33-0812",2,"2016-07-27","S33","PIFL",NA,2016,2,1,"A",NA,NA,NA,NA,NA,17.45,12.48,0.2,0.94,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"33-0173",0.45,75,NA,NA,336634.08,4169924.03,3134.52,"",NA,"",NA,"Maya Akpinar","","","","","Michael Gudmundson",NA,"Tucker Furniss","A","2016-09-18",NA,NA,NA,NA,""
"33-0812","33-0812",6,"2020-08-11","S33","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,17.45,12.48,0.21,1.04,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"33-0173",0.45,75,NA,NA,336634.08,4169924.03,3134.52,"","","","UFDP","Jake Burgoyne","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"33-0817","33-0817",2,"2016-07-27","M33","PIFL",NA,2016,2,1,"A",NA,NA,NA,NA,NA,11.81,6.05,0.4,0.07,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"33-0337",2.75,150,NA,NA,336628.52,4169797.68,3069.47,"",NA,"",NA,"James Lutz","Maya Akpinar","","","","Michael Gudmundson",NA,"Tucker Furniss","A","2016-09-18",NA,NA,NA,NA,""
"33-0817","33-0817",6,"2020-08-04","M33","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,11.81,6.05,0.6,0.11,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"33-0337",2.75,150,NA,NA,336628.52,4169797.68,3069.47,"","","","UFDP","Jake Burgoyne","Isabella Wetzler","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"33-0818","33-0818",2,"2016-07-27","T33","PIFL",NA,2016,2,1,"A",NA,NA,NA,NA,NA,4.78,13.96,0.7,0.41,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"33-0099",NA,NA,NA,NA,336621.5,4169945.56,3134.63,"From 33-0099. TD = 0.01 HD = -0.01",NA,"",NA,"James Lutz","Maya Akpinar","","","","Michael Gudmundson",NA,"Tucker Furniss","A","2016-09-18",NA,NA,NA,NA,""
"33-0818","33-0818",6,"2020-08-11","T33","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,4.78,13.96,1,0.5,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"33-0099",NA,NA,NA,NA,336621.5,4169945.56,3134.63,"From 33-0099. TD = 0.01 HD = -0.01","","","UFDP","Jake Burgoyne","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"33-0819","33-0819",2,"2016-07-27","T33","PIFL",NA,2016,2,1,"A",NA,NA,NA,NA,NA,4.79,13.97,1.1,0.43,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"33-0099",NA,NA,NA,NA,336621.51,4169945.57,3134.63,"From 33-0099. TD = 0.02 HD = 0",NA,"",NA,"James Lutz","Maya Akpinar","","","","Michael Gudmundson",NA,"Tucker Furniss","A","2016-09-18",NA,NA,NA,NA,""
"33-0819","33-0819",6,"2020-08-11","T33","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,4.79,13.97,1.5,0.53,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"33-0099",NA,NA,NA,NA,336621.51,4169945.57,3134.63,"From 33-0099. TD = 0.02 HD = 0","","","UFDP","Jake Burgoyne","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"33-0820","33-0820",2,"2016-07-27","T33","PIFL",NA,2016,2,1,"A",NA,NA,NA,NA,NA,4.82,13.93,0.4,0.25,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"33-0099",NA,NA,NA,NA,336621.54,4169945.53,3134.63,"From 33-0099. TD = -0.02 HD = 0.03",NA,"",NA,"James Lutz","Maya Akpinar","","","","Michael Gudmundson",NA,"Tucker Furniss","A","2016-09-18",NA,NA,NA,NA,""
"33-0820","33-0820",6,"2020-08-11","T33","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,4.82,13.93,0.45,0.3,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"33-0099",NA,NA,NA,NA,336621.54,4169945.53,3134.63,"From 33-0099. TD = -0.02 HD = 0.03","","","UFDP","Jake Burgoyne","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
